TITULO,TIPO,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
IoT e o impacto nos negócios,PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA,0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
KNoT - Uma plataforma de IoT Interoperável para o Brasil,PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA,0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
KNoT Network of Things,PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA,0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
SISTEMA PARA HABILITAR A COMUNICAÇÃO VIA INTERNET DE MÚLTIPLOS DISPOSITIVOS ELETRÔNICOS COM PROTOCOLOS DE REDE DISTINTOS,Produção Tecnica,0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Architectural reference model of devices for IoT applications,PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA,0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
StateMVC: Estendendo o padrão MVC para uso no desenvolvimento de aplicações para dispositivos móveis,Trabalho publicado em anais de eventos(Completo),0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Gluon - An Eclipse Based BREW Development Environment,Participações em eventos(Congresso),0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
StateMVC: Estendendo o padrão MVC para uso no desenvolvimento de aplicações para dispositivos móveis,Participações em eventos(Congresso),0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Gluon - An Eclipse Based BREW Development Environment,Software(Computacional),0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
CMF - Framework multi-plataforma para desenvolvimento de aplicações em dispositivos móveis,Software(Computacional),0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Gluon - An Eclipse Based BREW Development Environment,PRODUCAO_TECNICA_APRESENTACAO_DE_TRABALHO_CONFERENCIA,0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Mostrips,Software(Computacional),0266043277510432,Tiago Guedes Ferreira Barros,Barros,"BARROS, T.;BARROS, TIAGO;BARROS, T. G. F.;BARROS, TIAGO G. F.",Recife,PE,"Tiago Barros é o Engenheiro Chefe de IoT no CESAR, responsável pela coordenação do Grupo de Pesquisa em IoT e por projetar e implementar a meta-plataforma KNoT Network of Things. Tiago é o representante do CESAR na Comissão Brasileira de Comunicações (CBC 3) da ANATEL que lida com a padronização das telecomunicações no Brasil, sendo responsável por redigir recomendações para a Comissão de Estudos 20 da ITU-T que trata de Internet das Coisas, comunidades e cidades inteligentes. Tiago Barros também é professor convidado do curso de pós-graduação em arquitetura de software para dispositivos móveis da UFPE / CIn / Motorola há mais de 15 anos. Ele também leciona disciplinas de prototipação eletrônica nos cursos de Ciência da Computação e Mestrado em Design no CESAR e na UFPE desde 2009. Em 2016, Tiago começou uma das primeiras especializações em IoT do país, na CESAR.School, sendo o coordenador responsável por definir toda a parte pedagógica, disciplinas e conteúdos do curso. Tiago possui mestrado em Ciência da Computação (UFPE-2007), B.Sc. em Ciência da Computação (UFPE-2003) e Técnico em Eletrônica (ETFPE-1998), com mais de 24 anos de experiência em desenvolvimento de software, com ênfase em Internet das Coisas, sistemas embarcados de tempo real, arquitetura de software e protocolos de comunicação.",16-09-2022,Centro de Estudos e Sistemas Avançados do Recife,
Brazilian High School Teachers Perceptions of Mobile Game-Based Learning,Trabalho publicado em anais de eventos(Completo),1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Aprendizagem mediada por jogos eletrônicos em História do ensino médio: uma revisão sistemática,Trabalho publicado em anais de eventos,1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Availability analysis of the Brazilian?s national weather measurement system,Artigo publicado em periódicos(Completo),1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Availability assessment of weather measurement stations,Trabalho publicado em anais de eventos(Completo),1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Serviço Computacional para Interpolação de Dados Espaciais,Trabalho publicado em anais de eventos(Completo),1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Towards a control-as-a-service architecture for smart environments,Artigo publicado em periódicos(Completo),1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Service Function Chain Placement in Distributed Scenarios: A Systematic Review,Artigo publicado em periódicos(Completo),1593547313200045,Diego de Freitas Bezerra,Bezerra,"BEZERRA, D. F.;DE FREITAS BEZERRA, DIEGO;BEZERRA, DIEGO",Garanhuns,PE,"Possui graduação em Ciência da Computação e mestrado em Informática Aplicada pela Universidade Federal Rural de Pernambuco (UFRPE). Atualmente é aluno de doutorado em Ciência da Computação pela Universidade Federal de Pernambuco (UFPE) e atua como pesquisador na Iara Engenharia e Tecnologia Ltda e no Grupo de Pesquisa em Realidade Virtual e Multimídia (GRVM-UFPE). Tem experiência na área de Ciência da Computação, com ênfase em Metodologia e Técnicas da Computação, atuando principalmente nos seguintes temas: aprendizagem de máquina, sistemas de eventos discretos e internet das coisas.",20-12-2022,Universidade Federal de Pernambuco,https://orcid.org/0000-0002-9933-091X
Game: artefato ou meio?,Trabalho publicado em anais de eventos(Completo),2695085711637635,Leo Falcão,Falcão,"FALCÃO, Leo;FALCÃO, L.;FALCÃO, Leonardo Henrique Lago;FALCÃO, Leonardo H L",Recife,PE,"Doutor pelo Programa de Pós-Graduação em Design pela UFPE, especialista em Estudos Cinematográficos pela UNICAP e graduado em Comunicação Social pela UFPE. Tem uma carreira premiada como roteirista, diretor e produtor de cinema e TV, além de manter seu trabalho como músico. Nos últimos anos, tem estendido sua experiência para outros meios narrativos como literatura, teatro e áreas experimentais, tornando-se uma referência em projetos transmídia e narrativas contemporâneas. Foi vencedor do prêmio Young Creative Entrepreneur Award, promovido pelo British Council em 2012 ? e um dos artistas brasileiros selecionados para o Programa The Playable City, uma residência artística no Pervasive Media Studio em Bristol, Reino Unido, com o apoio do British Council e do Porto Digital. Seus interesses de pesquisa acadêmica e artística abrangem processos de criação e produção em formatos narrativos diversos: artes e narrativas contemporâneas, cinema (roteiro e direção), games, novas mídias, televisão, quadrinhos, música e publicidade. Foi por vários anos docente da UNICAP e atualmente é professor, pesquisador e designer de narrativas na CESAR School.",14-10-2022,Centro de Estudos e Sistemas Avançados do Recife,
Narrative Meets Gameplay: a theoretical convergence,Trabalho publicado em anais de eventos(Completo),2695085711637635,Leo Falcão,Falcão,"FALCÃO, Leo;FALCÃO, L.;FALCÃO, Leonardo Henrique Lago;FALCÃO, Leonardo H L",Recife,PE,"Doutor pelo Programa de Pós-Graduação em Design pela UFPE, especialista em Estudos Cinematográficos pela UNICAP e graduado em Comunicação Social pela UFPE. Tem uma carreira premiada como roteirista, diretor e produtor de cinema e TV, além de manter seu trabalho como músico. Nos últimos anos, tem estendido sua experiência para outros meios narrativos como literatura, teatro e áreas experimentais, tornando-se uma referência em projetos transmídia e narrativas contemporâneas. Foi vencedor do prêmio Young Creative Entrepreneur Award, promovido pelo British Council em 2012 ? e um dos artistas brasileiros selecionados para o Programa The Playable City, uma residência artística no Pervasive Media Studio em Bristol, Reino Unido, com o apoio do British Council e do Porto Digital. Seus interesses de pesquisa acadêmica e artística abrangem processos de criação e produção em formatos narrativos diversos: artes e narrativas contemporâneas, cinema (roteiro e direção), games, novas mídias, televisão, quadrinhos, música e publicidade. Foi por vários anos docente da UNICAP e atualmente é professor, pesquisador e designer de narrativas na CESAR School.",14-10-2022,Centro de Estudos e Sistemas Avançados do Recife,
Mapas Narrativos: estruturas dramáticas aplicadas à concepção e avaliação de Games,Livro publicado,2695085711637635,Leo Falcão,Falcão,"FALCÃO, Leo;FALCÃO, L.;FALCÃO, Leonardo Henrique Lago;FALCÃO, Leonardo H L",Recife,PE,"Doutor pelo Programa de Pós-Graduação em Design pela UFPE, especialista em Estudos Cinematográficos pela UNICAP e graduado em Comunicação Social pela UFPE. Tem uma carreira premiada como roteirista, diretor e produtor de cinema e TV, além de manter seu trabalho como músico. Nos últimos anos, tem estendido sua experiência para outros meios narrativos como literatura, teatro e áreas experimentais, tornando-se uma referência em projetos transmídia e narrativas contemporâneas. Foi vencedor do prêmio Young Creative Entrepreneur Award, promovido pelo British Council em 2012 ? e um dos artistas brasileiros selecionados para o Programa The Playable City, uma residência artística no Pervasive Media Studio em Bristol, Reino Unido, com o apoio do British Council e do Porto Digital. Seus interesses de pesquisa acadêmica e artística abrangem processos de criação e produção em formatos narrativos diversos: artes e narrativas contemporâneas, cinema (roteiro e direção), games, novas mídias, televisão, quadrinhos, música e publicidade. Foi por vários anos docente da UNICAP e atualmente é professor, pesquisador e designer de narrativas na CESAR School.",14-10-2022,Centro de Estudos e Sistemas Avançados do Recife,
